"","recipe","Source","Page","Type","Cuisine","diet","Ingredients","makeability","Needed"
"145","cucumber yogurt gazpacho","every day",82,"side","western","Vegetarian","<span style='color: #458B00;'>cucumber</span>, <span style='color: #458B00;'>greek yogurt</span>, <span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>white wine vinegar</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #CD2626;'>mint</span>, <span style='color: #458B00;'>almonds</span>, <span style='color: #458B00;'>grapes</span>",5,1
"146","broccoli melts","every day",94,"main","western","Vegetarian","<span style='color: #CD2626;'>broccoli</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>red pepper flakes</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: orange;'>crusty bread</span>, <span style='color: #CD2626;'>provolone</span>",5,3
"147","artichoke and parmesan galette","every day",97,"main","western","Vegetarian","<span style='color: #458B00;'>flour</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>sour cream</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #CD2626;'>artichoke hearts</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>mayonnaise</span>, <span style='color: #458B00;'>sour cream</span>, <span style='color: #458B00;'>milk</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>parsley</span>",5,2
"148","grilled yogurt flatbreads","every day",102,"side","middle eastern","Vegetarian","<span style='color: #458B00;'>active dry yeast</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>greek yogurt</span> or <span style='color: #458B00;'>yogurt</span>, <span style='color: #458B00;'>flour</span>",1,0
"149","halloumi with eggplant and zucchini","every day",116,"side","mediterranean","Vegetarian","<span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>oregano</span> or <span style='color: #458B00;'>dried oregano</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #CD2626;'>zucchini</span>, <span style='color: #CD2626;'>eggplant</span> or <span style='color: #CD2626;'>halloumi</span>",5,3
"150","parmesan dutch baby with creamed mushrooms","every day",118,"main","western","Vegetarian","<span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #CD2626;'>cremini mushrooms</span>, <span style='color: #CD2626;'>white wine</span>, <span style='color: #CD2626;'>heavy cream</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>milk</span>, <span style='color: #458B00;'>flour</span>, <span style='color: #CD2626;'>chives</span> or <span style='color: orange;'>thyme</span> or <span style='color: #458B00;'>parmesan</span>",5,4
"151","crispy tofu with sesame peanut pesto","every day",121,"main","asian","Vegan","<span style='color: #458B00;'>tofu</span>, <span style='color: #CD2626;'>broccoli</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>low sodium soy sauce</span>, <span style='color: #458B00;'>cornstarch</span>, <span style='color: #458B00;'>sesame seeds</span>, <span style='color: #458B00;'>peanuts</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>rice vinegar</span>, <span style='color: #458B00;'>dark brown sugar</span>, <span style='color: #458B00;'>scallions</span>",5,1
"152","fried green plantains with avocado black bean salsa","every day",123,"main","latin","Vegan","<span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #CD2626;'>avocado</span>, <span style='color: #458B00;'>mango</span> or <span style='color: #CD2626;'>pineapple</span> or <span style='color: #CD2626;'>papaya</span>, <span style='color: #458B00;'>black beans</span>, <span style='color: #CD2626;'>green plantain</span>",5,2
"153","broccoli , cheddar and wild rice fritters","every day",126,"main","western","Vegetarian","<span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>wild rice</span> or <span style='color: #458B00;'>rice</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>cheddar</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #CD2626;'>broccoli</span>",5,1
"154","wild mushroom shepherds pie","every day",129,"main","western","Non-vegetarian","<span style='color: #CD2626;'>dried mushrooms</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>mushrooms</span>, <span style='color: #458B00;'>sherry</span>, <span style='color: #458B00;'>tomato paste</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>russet potato</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>creme fraiche</span> or <span style='color: #458B00;'>sour cream</span>, <span style='color: #458B00;'>milk</span> or <span style='color: #458B00;'>buttermilk</span>, <span style='color: #458B00;'>smoked paprika</span> or <span style='color: #458B00;'>paprika</span>, <span style='color: #CD2626;'>parsley</span>",5,4
"155","spring fried barley with sesame sizzled egg","every day",131,"main","western","Vegetarian","<span style='color: #CDAD00;'>peanut oil</span> or <span style='color: #458B00;'>canola oil</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>barley</span>, <span style='color: #458B00;'>peas</span> or <span style='color: #CD2626;'>fava beans</span> or <span style='color: #CD2626;'>asparagus</span> or <span style='color: #CD2626;'>snap peas</span>, <span style='color: #458B00;'>egg</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>sesame seeds</span>",1,0
"156","zucchini stuffed zucchini","every day",134,"main","western","Vegetarian","<span style='color: #CD2626;'>zucchini</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>shallot</span>, <span style='color: #458B00;'>panko</span>, <span style='color: #CD2626;'>gruyere</span> or <span style='color: #CD2626;'>comte</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>capers</span>, <span style='color: #458B00;'>oregano</span> or <span style='color: #458B00;'>dried oregano</span>, <span style='color: #CD2626;'>parsley</span>, <span style='color: #CD2626;'>mint</span> or <span style='color: #458B00;'>olive oil</span>",5,4
"157","sweet potato steaks with green bean slaw","every day",139,"main","western","Vegan","<span style='color: #458B00;'>dark brown sugar</span>, <span style='color: #458B00;'>paprika</span>, <span style='color: #458B00;'>cumin</span>, <span style='color: #458B00;'>onion powder</span>, <span style='color: #458B00;'>garlic powder</span>, <span style='color: #458B00;'>chili powder</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #CD2626;'>sweet potato</span>, <span style='color: #458B00;'>apple cider vinegar</span>, <span style='color: #CD2626;'>green beans</span>, <span style='color: #458B00;'>mayonnaise</span>, <span style='color: #458B00;'>dijon mustard</span>",5,2
"158","pizza beans","every day",143,"main","western","Non-vegetarian","<span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>celery</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>white wine</span> or <span style='color: #458B00;'>red wine</span> or <span style='color: #458B00;'>kale</span>, <span style='color: #CDAD00;'>crushed tomatoes</span>, <span style='color: #CD2626;'>giant white beans</span> or <span style='color: #458B00;'>white beans</span>, <span style='color: #458B00;'>chicken stock</span> or <span style='color: orange;'>vegetable stock</span>, <span style='color: #CD2626;'>mozzerella</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #CD2626;'>parsley</span>",5,6
"159","garlic bread","every day",144,"side","western","Vegetarian","<span style='color: #CD2626;'>baguette</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>dried oregano</span> or <span style='color: #458B00;'>parmesan</span>, <span style='color: #CD2626;'>parsley</span> or <span style='color: #CD2626;'>chives</span>",5,2
"160","cacio e pepe potatoes anna","every day",145,"main","mediterranean","Vegetarian","<span style='color: #458B00;'>parmesan</span>, <span style='color: #458B00;'>cornstarch</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #CD2626;'>yukon gold potato</span>, <span style='color: #458B00;'>arugula</span>, <span style='color: #458B00;'>white wine vinegar</span>, <span style='color: #CD2626;'>chives</span> or <span style='color: #458B00;'>olive oil</span>",5,2
"161","carmelized cabbage risotto","every day",148,"main","western","Non-vegetarian","<span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>onion</span>, <span style='color: #CD2626;'>cabbage</span>, <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>arborio rice</span>, <span style='color: #CD2626;'>white wine</span>, <span style='color: #458B00;'>parmesan</span>",5,2
"162","brussels and three chese pasta bake","every day",157,"main","western","Vegetarian","<span style='color: #458B00;'>pasta</span>, <span style='color: #458B00;'>butter</span>, <span style='color: #458B00;'>olive oil</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>brussels sprouts</span>, <span style='color: #458B00;'>lemon</span>, <span style='color: #458B00;'>flour</span>, <span style='color: orange;'>vegetable stock</span> or <span style='color: #458B00;'>chicken stock</span>, <span style='color: #458B00;'>parmesan</span>, <span style='color: #CD2626;'>gruyere</span>, <span style='color: #CD2626;'>fontina</span>",5,4
"163","crispy short rib carnitas with sunset slaw","every day",169,"main","latin","Non-vegetarian","<span style='color: #458B00;'>chili powder</span>, <span style='color: #CD2626;'>bone in short rib</span>, <span style='color: #458B00;'>orange</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #CD2626;'>red cabbage</span>, <span style='color: #458B00;'>carrot</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>mayonnaise</span> or <span style='color: #458B00;'>sour cream</span> or <span style='color: #458B00;'>yogurt</span>, <span style='color: #458B00;'>cilantro</span> or <span style='color: #CD2626;'>parsley</span>, <span style='color: #458B00;'>corn tortillas</span>",5,2
"164","quick sausage, kale and crouton saute","every day",172,"main","western","Non-vegetarian","<span style='color: #458B00;'>olive oil</span>, <span style='color: orange;'>crusty bread</span> or <span style='color: #1C86EE;'>croutons</span>, <span style='color: #CD2626;'>sweet italian sausage</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>white beans</span>, <span style='color: #458B00;'>kale</span>, <span style='color: #458B00;'>red wine vinegar</span>, <span style='color: #458B00;'>parmesan</span>",5,2
"165","beef bulgogi tacos","every day",191,"main","asian","Non-vegetarian","<span style='color: orange;'>ground beef</span>, <span style='color: #458B00;'>garlic</span>, <span style='color: #458B00;'>ginger</span>, <span style='color: #458B00;'>soy sauce</span>, <span style='color: #458B00;'>rice vinegar</span>, <span style='color: #458B00;'>brown sugar</span>, <span style='color: #458B00;'>sesame oil</span>, <span style='color: #458B00;'>gochujang</span> or <span style='color: #458B00;'>sriracha</span>, <span style='color: #CD2626;'>shredded lettuce</span> or <span style='color: #CD2626;'>iceberg lettuce</span>, <span style='color: #458B00;'>lime</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>flour tortillas</span>, <span style='color: #458B00;'>kimchi</span>, <span style='color: #458B00;'>cilantro</span>, <span style='color: #458B00;'>sesame seeds</span>",5,2
"166","miso maple ribs with roasted scallions","every day",195,"main","western","Non-vegetarian","<span style='color: #CD2626;'>baby back ribs</span>, <span style='color: #458B00;'>miso</span>, <span style='color: #458B00;'>maple syrup</span>, <span style='color: #458B00;'>rice vinegar</span>, <span style='color: #458B00;'>scallions</span>, <span style='color: #458B00;'>vegetable oil</span>",5,1
